Classification Code,Start Range,End Range,Start Range Number,End Range Number,Group1,Group2,Group3,Group4,Group5
SD,SD390.5,SD390.7,390.5,390.7,Forestry,Forest meteorology. Forest microclimatology,,,
SD,SD390.701,SD390.999,390.701,390.999,Forestry,,,,
SD,SD391,SD410.9,391.0,410.9,Forestry,Sylviculture,,,
SD,SD410.901,SD410.999,410.901,410.999,Forestry,,,,
SD,SD411,SD428,411.0,428.0,Forestry,"Conservation and protection Including forest influences, damage by elements, fires, forest reserves",,,
SD,SD428.001,SD429.999,428.001,429.999,Forestry,,,,
SD,SD430,SD559,430.0,559.0,Forestry,"Exploitation and utilization Including timber trees, fuelwood, logging, transportation, valuation",,,
SD,SD559.001,SD560.999,559.001,560.999,Forestry,,,,
SD,SD561,SD669.5,561.0,669.5,Forestry,Administration. Policy,,,
SF,SF1,SF40.999,1.0,40.999,Animal culture,,,,
SF,SF41,SF55,41.0,55.0,Animal culture,History,,,
SF,SF55.001,SF83.999,55.001,83.999,Animal culture,,,,
SF,SF84,SF84.64,84.0,84.64,Animal culture,Economic zoology,,,
SF,SF84.641,SF84.819,84.641,84.819,Animal culture,,,,
SF,SF84.82,SF85.6,84.82,85.6,Animal culture,Rangelands. Range management. Grazing,,,
SF,SF85.601,SF86.999,85.601,86.999,Animal culture,,,,
SF,SF87,SF87,87.0,87.0,Animal culture,Acclimatization,,,
SF,SF87.001,SF88.999,87.001,88.999,Animal culture,,,,
SF,SF89,SF89,89.0,89.0,Animal culture,Transportation,,,
SF,SF89.001,SF90.999,89.001,90.999,Animal culture,,,,
SF,SF91,SF91,91.0,91.0,Animal culture,Housing and environmental control,,,
SF,SF91.001,SF91.999,91.001,91.999,Animal culture,,,,
SF,SF92,SF92,92.0,92.0,Animal culture,Equipment and supplies,,,
SF,SF92.001,SF94.499,92.001,94.499,Animal culture,,,,
SF,SF94.5,SF99,94.5,99.0,Animal culture,Feeds and feeding. Animal nutrition,,,
SF,SF99.001,SF100.999,99.001,100.999,Animal culture,,,,
SF,SF101,SF103.5,101.0,103.5,Animal culture,"Brands and branding, and other means of identifying",,,
SF,SF103.501,SF104.999,103.501,104.999,Animal culture,,,,
SF,SF105,SF109,105.0,109.0,Animal culture,Breeding and breeds,,,
SF,SF109.001,SF110.999,109.001,110.999,Animal culture,,,,
SF,SF111,SF113,111.0,113.0,Animal culture,"Cost, yield, and profit. Accounting",,,
SF,SF113.001,SF113.999,113.001,113.999,Animal culture,,,,
SF,SF114,SF121,114.0,121.0,Animal culture,Exhibitions,,,
SF,SF121.001,SF169.999,121.001,169.999,Animal culture,,,,
SF,SF170,SF180,170.0,180.0,Animal culture,Working animals,,,
SF,SF180.001,SF190.999,180.001,190.999,Animal culture,,,,
SF,SF191,SF220.999,191.0,220.999,Animal culture,,,,
SF,SF221,SF250,221.0,250.0,Animal culture,Cattle,Dairying,,
SF,SF250.001,SF250.499,250.001,250.499,Animal culture,Cattle,,,
SF,SF250.5,SF275,250.5,275.0,Animal culture,Cattle,Dairy processing. Dairy products,,
SF,SF275.001,SF276.999,275.001,276.999,Animal culture,Cattle,,,
SF,SF277,SF294.199,277.0,294.199,Animal culture,Cattle,,,
SF,SF294.2,SF297,294.2,297.0,Animal culture,Horses,Horse sports. Horse shows,,
SF,SF297.001,SF304.499,297.001,304.499,Animal culture,Horses,,,
SF,SF304.5,SF307,304.5,307.0,Animal culture,Horses,Driving,,
SF,SF307.001,SF308.499,307.001,308.499,Animal culture,Horses,,,
SF,SF308.5,SF310.5,308.5,310.5,Animal culture,Horses,Horsemanship. Riding,,
SF,SF310.501,SF310.999,310.501,310.999,Animal culture,Horses,,,
SF,SF311,SF312,311.0,312.0,Animal culture,Horses,Draft horses,,
SF,SF312.001,SF314.999,312.001,314.999,Animal culture,Horses,,,
SF,SF315,SF315.5,315.0,315.5,Animal culture,Horses,Ponies,,
SF,SF315.501,SF320.999,315.501,320.999,Animal culture,Horses,,,
SF,SF321,SF359.7,321.0,359.7,Animal culture,Horses,Racing,,
SF,SF359.701,SF359.999,359.701,359.999,Animal culture,Horses,,,
SF,SF360,SF360.4,360.0,360.4,Animal culture,Horses,Feral horses. Wild horses,,
SF,SF360.401,SF360.999,360.401,360.999,Animal culture,Horses,,,
SF,SF361,SF361.73,361.0,361.73,Animal culture,Donkeys,,,
SF,SF361.731,SF361.999,361.731,361.999,Animal culture,,,,
SF,SF362,SF362,362.0,362.0,Animal culture,Mules,,,
SF,SF362.001,SF370.999,362.001,370.999,Animal culture,,,,
SF,SF371,SF379,371.0,379.0,Animal culture,Sheep. Wool,,,
SF,SF379.001,SF379.999,379.001,379.999,Animal culture,,,,
SF,SF380,SF388,380.0,388.0,Animal culture,Goats,,,
SF,SF388.001,SF390.999,388.001,390.999,Animal culture,,,,
SF,SF391,SF397.83,391.0,397.83,Animal culture,Swine,,,
SF,SF397.831,SF401.999,397.831,401.999,Animal culture,,,,
SF,SF402,SF405,402.0,405.0,Animal culture,Fur-bearing animals,,,
SF,SF405.001,SF405.499,405.001,405.499,Animal culture,,,,
SF,SF405.5,SF407,405.5,407.0,Animal culture,Laboratory animals,,,
SF,SF407.001,SF407.999,407.001,407.999,Animal culture,,,,
SF,SF408,SF408.6,408.0,408.6,Animal culture,Zoo animals,,,
SF,SF408.601,SF408.999,408.601,408.999,Animal culture,,,,
SF,SF409,SF409,409.0,409.0,Animal culture,Small animal culture,,,
SF,SF409.001,SF410.999,409.001,410.999,Animal culture,,,,
SF,SF411,SF420.999,411.0,420.999,Animal culture,,,,
SF,SF421,SF440.2,421.0,440.2,Animal culture,Pets,Dogs. Dog racing,,
SF,SF440.201,SF440.999,440.201,440.999,Animal culture,Pets,,,
SF,SF441,SF450,441.0,450.0,Animal culture,Pets,Cats,,
SF,SF450.001,SF450.999,450.001,450.999,Animal culture,Pets,,,
SF,SF451,SF455,451.0,455.0,Animal culture,Pets,Rabbits and hares,,
SF,SF455.001,SF455.999,455.001,455.999,Animal culture,Pets,,,
SF,SF456,SF458.83,456.0,458.83,Animal culture,Pets,Fishes. Aquariums,,
SF,SF458.831,SF458.999,458.831,458.999,Animal culture,Pets,,,
SF,SF459,SF459,459.0,459.0,Animal culture,Pets,Other animals,,
SF,SF459.001,SF460.999,459.001,460.999,Animal culture,Pets,,,
SF,SF461,SF473,461.0,473.0,Animal culture,Birds. Cage birds,,,
SF,SF473.001,SF480.999,473.001,480.999,Animal culture,,,,
SF,SF481,SF507,481.0,507.0,Animal culture,Poultry. Eggs,,,
SF,SF507.001,SF507.999,507.001,507.999,Animal culture,,,,
SF,SF508,SF510.6,508.0,510.6,Animal culture,Game birds,,,
SF,SF510.601,SF510.999,510.601,510.999,Animal culture,,,,
SF,SF511,SF511.5,511.0,511.5,Animal culture,Ostrich,,,
SF,SF511.501,SF511.999,511.501,511.999,Animal culture,,,,
SF,SF512,SF513,512.0,513.0,Animal culture,Ornamental birds,,,
SF,SF513.001,SF514.999,513.001,514.999,Animal culture,,,,
SF,SF515,SF515.5,515.0,515.5,Animal culture,Reptiles,,,
SF,SF515.501,SF517.999,515.501,517.999,Animal culture,,,,
SF,SF518,SF518,518.0,518.0,Animal culture,Insect rearing,,,
SF,SF518.001,SF520.999,518.001,520.999,Animal culture,,,,
SF,SF521,SF539.8,521.0,539.8,Animal culture,Bee culture,,,
SF,SF539.801,SF540.999,539.801,540.999,Animal culture,,,,
SF,SF541,SF560,541.0,560.0,Animal culture,Sericulture. Silk culture,,,
SF,SF560.001,SF560.999,560.001,560.999,Animal culture,,,,
SF,SF561,SF561,561.0,561.0,Animal culture,Lac-insects,,,
SF,SF561.001,SF599.999,561.001,599.999,Animal culture,,,,
SF,SF600,SF756.499,600.0,756.499,Animal culture,,,,
SF,SF756.5,SF769.5,756.5,769.5,Animal culture,Veterinary medicine,"Special preclinical sciences Including veterinary genetics, ethology, anatomy, physiology, embryology, pathology",,
SF,SF769.501,SF780.199,769.501,780.199,Animal culture,Veterinary medicine,,,
SF,SF780.2,SF780.7,780.2,780.7,Animal culture,Veterinary medicine,"Veterinary microbiology, bacteriology, virology, mycology",,
SF,SF780.701,SF780.899,780.701,780.899,Animal culture,Veterinary medicine,,,
SF,SF780.9,SF780.9,780.9,780.9,Animal culture,Veterinary medicine,Veterinary epidemiology. Epizootiology,,
SF,SF780.901,SF780.999,780.901,780.999,Animal culture,Veterinary medicine,,,
SF,SF781,SF809,781.0,809.0,Animal culture,Veterinary medicine,Communicable diseases of animals (General),,
SF,SF809.001,SF809.999,809.001,809.999,Animal culture,Veterinary medicine,,,
SF,SF810,SF810,810.0,810.0,Animal culture,Veterinary medicine,Veterinary parasitology,,
SF,SF810.001,SF810.499,810.001,810.499,Animal culture,Veterinary medicine,,,
SF,SF810.5,SF810.7,810.5,810.7,Animal culture,Veterinary medicine,Predatory animals and their control,,
SF,SF810.701,SF810.999,810.701,810.999,Animal culture,Veterinary medicine,,,
SF,SF811,SF909,811.0,909.0,Animal culture,Veterinary medicine,"Veterinary medicine of special organs, regions, and systems",,
SF,SF909.001,SF909.999,909.001,909.999,Animal culture,Veterinary medicine,,,
SF,SF910,SF910,910.0,910.0,Animal culture,Veterinary medicine,Other diseases and conditions,,
SF,SF910.001,SF910.499,910.001,910.499,Animal culture,Veterinary medicine,,,
SF,SF910.5,SF910.5,910.5,910.5,Animal culture,Veterinary medicine,Veterinary orthopedics,,
SF,SF910.501,SF910.999,910.501,910.999,Animal culture,Veterinary medicine,,,
SF,SF911,SF914.299,911.0,914.299,Animal culture,Veterinary medicine,,,
SF,SF914.3,SF914.4,914.3,914.4,Animal culture,Veterinary medicine,Veterinary surgery,Veterinary traumatology. Veterinary emergencies,
SF,SF914.401,SF914.499,914.401,914.499,Animal culture,Veterinary medicine,Veterinary surgery,,
SF,SF914.5,SF914.5,914.5,914.5,Animal culture,Veterinary medicine,Veterinary acupuncture,,
SF,SF914.501,SF914.999,914.501,914.999,Animal culture,Veterinary medicine,,,
SF,SF915,SF919.5,915.0,919.5,Animal culture,Veterinary medicine,Veterinary pharmacology,,
SF,SF919.501,SF924.999,919.501,924.999,Animal culture,Veterinary medicine,,,
SF,SF925,SF925,925.0,925.0,Animal culture,Veterinary medicine,Veterinary physical medicine,,
SF,SF925.001,SF950.999,925.001,950.999,Animal culture,Veterinary medicine,,,
SF,SF951,SF997.5,951.0,997.5,Animal culture,Veterinary medicine,Diseases of special classes of animals,,
SF,SF997.501,SF1100,997.501,1100.0,Animal culture,Veterinary medicine,,,
SH,SH1,SH20.299,1.0,20.299,Aquaculture.  Fisheries.  Angling,,,,
SH,SH20.3,SH32.999,20.3,32.999,Aquaculture.  Fisheries.  Angling,,,,
SH,SH33,SH134.6,33.0,134.6,Aquaculture.  Fisheries.  Angling,Aquaculture,By region or country,,
SH,SH134.601,SH137.999,134.601,137.999,Aquaculture.  Fisheries.  Angling,Aquaculture,,,
SH,SH138,SH138,138.0,138.0,Aquaculture.  Fisheries.  Angling,Aquaculture,Mariculture,,
SH,SH138.001,SH150.999,138.001,150.999,Aquaculture.  Fisheries.  Angling,Aquaculture,,,
SH,SH151,SH170.999,151.0,170.999,Aquaculture.  Fisheries.  Angling,Aquaculture,,,
SH,SH171,SH179,171.0,179.0,Aquaculture.  Fisheries.  Angling,Aquaculture,Fish culture,Diseases and adverse factors,
SH,SH179.001,SH184.999,179.001,184.999,Aquaculture.  Fisheries.  Angling,Aquaculture,Fish culture,,
SH,SH185,SH191,185.0,191.0,Aquaculture.  Fisheries.  Angling,Aquaculture,"Frogs, leeches, etc.",,
SH,SH191.001,SH200.999,191.001,200.999,Aquaculture.  Fisheries.  Angling,Aquaculture,,,
SH,SH201,SH212.999,201.0,212.999,Aquaculture.  Fisheries.  Angling,Aquaculture,,,
SH,SH213,SH216.55,213.0,216.55,Aquaculture.  Fisheries.  Angling,Fisheries,By oceans and seas,,
SH,SH216.551,SH218.999,216.551,218.999,Aquaculture.  Fisheries.  Angling,Fisheries,,,
SH,SH219,SH321,219.0,321.0,Aquaculture.  Fisheries.  Angling,Fisheries,By region or country,,
SH,SH321.001,SH327.499,321.001,327.499,Aquaculture.  Fisheries.  Angling,Fisheries,By region or country,,
SH,SH327.5,SH327.7,327.5,327.7,Aquaculture.  Fisheries.  Angling,Fisheries,Fishery resources. Fishery conservation,,
SH,SH327.701,SH327.999,327.701,327.999,Aquaculture.  Fisheries.  Angling,Fisheries,,,
SH,SH328,SH329,328.0,329.0,Aquaculture.  Fisheries.  Angling,Fisheries,Fishery management. Fishery policy,,
SH,SH329.001,SH333.999,329.001,333.999,Aquaculture.  Fisheries.  Angling,Fisheries,,,
SH,SH334,SH334,334.0,334.0,Aquaculture.  Fisheries.  Angling,Fisheries,Economic aspects. Finance,,
SH,SH334.001,SH334.499,334.001,334.499,Aquaculture.  Fisheries.  Angling,Fisheries,,,
SH,SH334.5,SH334.7,334.5,334.7,Aquaculture.  Fisheries.  Angling,Fisheries,Fishery technology,,
SH,SH334.701,SH334.899,334.701,334.899,Aquaculture.  Fisheries.  Angling,Fisheries,,,
SH,SH334.9,SH336.5,334.9,336.5,Aquaculture.  Fisheries.  Angling,Fisheries,Fishery processing,,
SH,SH336.501,SH336.999,336.501,336.999,Aquaculture.  Fisheries.  Angling,Fisheries,,,
SH,SH337,SH337,337.0,337.0,Aquaculture.  Fisheries.  Angling,Fisheries,"Packing, transportation, and storage",,
SH,SH337.001,SH337.499,337.001,337.499,Aquaculture.  Fisheries.  Angling,Fisheries,,,
SH,SH337.5,SH337.5,337.5,337.5,Aquaculture.  Fisheries.  Angling,Fisheries,Fishing port facilities,,
SH,SH337.501,SH343.199,337.501,343.199,Aquaculture.  Fisheries.  Angling,Fisheries,,,
SH,SH343.2,SH343.3,343.2,343.3,Aquaculture.  Fisheries.  Angling,Fisheries,Fishery oceanography. Fishery meteorology,,
SH,SH343.301,SH343.399,343.301,343.399,Aquaculture.  Fisheries.  Angling,Fisheries,,,
SH,SH343.4,SH343.4,343.4,343.4,Aquaculture.  Fisheries.  Angling,Fisheries,Fishery research vessels,,
SH,SH343.401,SH343.499,343.401,343.499,Aquaculture.  Fisheries.  Angling,Fisheries,,,
SH,SH343.5,SH343.5,343.5,343.5,Aquaculture.  Fisheries.  Angling,Fisheries,Exploratory fishing,,
SH,SH343.501,SH343.799,343.501,343.799,Aquaculture.  Fisheries.  Angling,Fisheries,,,
SH,SH343.8,SH343.8,343.8,343.8,Aquaculture.  Fisheries.  Angling,Fisheries,Navigation,,
SH,SH343.801,SH343.899,343.801,343.899,Aquaculture.  Fisheries.  Angling,Fisheries,,,
SH,SH343.9,SH343.9,343.9,343.9,Aquaculture.  Fisheries.  Angling,Fisheries,Safety measures,,
SH,SH343.901,SH343.999,343.901,343.999,Aquaculture.  Fisheries.  Angling,Fisheries,,,
SH,SH344,SH344.8,344.0,344.8,Aquaculture.  Fisheries.  Angling,Fisheries,Methods and gear. Catching of fish,,
SH,SH344.801,SH345.999,344.801,345.999,Aquaculture.  Fisheries.  Angling,Fisheries,,,
SH,SH346,SH351,346.0,351.0,Aquaculture.  Fisheries.  Angling,Fisheries,Fishery for individual species,,
SH,SH351.001,SH359.999,351.001,359.999,Aquaculture.  Fisheries.  Angling,Fisheries,,,
SH,SH360,SH363,360.0,363.0,Aquaculture.  Fisheries.  Angling,Fisheries,Seal fisheries. Fur sealing,,
SH,SH363.001,SH363.999,363.001,363.999,Aquaculture.  Fisheries.  Angling,Fisheries,,,
SH,SH364,SH364,364.0,364.0,Aquaculture.  Fisheries.  Angling,Fisheries,Sea otter,,
SH,SH364.001,SH364.999,364.001,364.999,Aquaculture.  Fisheries.  Angling,Fisheries,,,
SH,SH365,SH380.92,365.0,380.92,Aquaculture.  Fisheries.  Angling,Fisheries,Shellfish fisheries. Shellfish culture,,
SH,SH380.921,SH380.999,380.921,380.999,Aquaculture.  Fisheries.  Angling,Fisheries,,,
SH,SH381,SH385,381.0,385.0,Aquaculture.  Fisheries.  Angling,Fisheries,Whaling,,
SH,SH385.001,SH386.999,385.001,386.999,Aquaculture.  Fisheries.  Angling,Fisheries,,,
SH,SH387,SH387,387.0,387.0,Aquaculture.  Fisheries.  Angling,Fisheries,Porpoises. Dolphins,,
SH,SH387.001,SH388.699,387.001,388.699,Aquaculture.  Fisheries.  Angling,Fisheries,,,
SH,SH388.7,SH391.5,388.7,391.5,Aquaculture.  Fisheries.  Angling,Fisheries,Algae culture,,
SH,SH391.501,SH392.999,391.501,392.999,Aquaculture.  Fisheries.  Angling,Fisheries,,,
SH,SH393,SH393,393.0,393.0,Aquaculture.  Fisheries.  Angling,Fisheries,Seagrasses,,
SH,SH393.001,SH395.999,393.001,395.999,Aquaculture.  Fisheries.  Angling,Fisheries,,,
SH,SH396,SH396,396.0,396.0,Aquaculture.  Fisheries.  Angling,Fisheries,Sponge fisheries,,
SH,SH396.001,SH399,396.001,399.0,Aquaculture.  Fisheries.  Angling,Fisheries,,,
SH,SH399.001,SH399.999,399.001,399.999,Aquaculture.  Fisheries.  Angling,,,,
SH,SH400,SH400.8,400.0,400.8,Aquaculture.  Fisheries.  Angling,Seafood gathering,,,
SH,SH400.801,SH400.999,400.801,400.999,Aquaculture.  Fisheries.  Angling,,,,
SH,SH401,SH691,401.0,691.0,Aquaculture.  Fisheries.  Angling,"Angling Including tackle, casting, methods of angling, angling for special kinds of fish",,,
SK,SK1,SK36.999,1.0,36.999,Hunting sports,,,,
SK,SK37,SK39.5,37.0,39.5,Hunting sports,Shooting,,,
SK,SK39.501,SK39.999,39.501,39.999,Hunting sports,,,,
SK,SK40,SK268,40.0,268.0,Hunting sports,By country,,,
SK,SK268.001,SK280.999,268.001,280.999,Hunting sports,,,,
SK,SK281,SK283.999,281.0,283.999,Hunting sports,,,,
SK,SK284,SK287,284.0,287.0,Hunting sports,"Special methods and types of hunting Including bolos, game calling, tracking, trapping, dressing",Fox hunting,,
SK,SK287.001,SK290.999,287.001,290.999,Hunting sports,"Special methods and types of hunting Including bolos, game calling, tracking, trapping, dressing",,,
SK,SK291,SK292,291.0,292.0,Hunting sports,"Special methods and types of hunting Including bolos, game calling, tracking, trapping, dressing",Coursing,,
SK,SK292.001,SK292.999,292.001,292.999,Hunting sports,"Special methods and types of hunting Including bolos, game calling, tracking, trapping, dressing",,,
SK,SK293,SK293,293.0,293.0,Hunting sports,"Special methods and types of hunting Including bolos, game calling, tracking, trapping, dressing",Ferreting,,
SK,SK293.001,SK294.999,293.001,294.999,Hunting sports,"Special methods and types of hunting Including bolos, game calling, tracking, trapping, dressing",,,
SK,SK295,SK305,295.0,305.0,Hunting sports,Big game,,,
SK,SK305.001,SK310.999,305.001,310.999,Hunting sports,,,,
SK,SK311,SK335,311.0,335.0,Hunting sports,Bird hunting. Fowling,,,
SK,SK335.001,SK335.999,335.001,335.999,Hunting sports,,,,
SK,SK336,SK336,336.0,336.0,Hunting sports,Varmint hunting (General),,,
SK,SK336.001,SK336.999,336.001,336.999,Hunting sports,,,,
SK,SK337,SK337,337.0,337.0,Hunting sports,Predator hunting,,,
SK,SK337.001,SK340.999,337.001,340.999,Hunting sports,,,,
SK,SK341,SK341,341.0,341.0,Hunting sports,Other game,,,
SK,SK341.001,SK350.999,341.001,350.999,Hunting sports,,,,
SK,SK351,SK579,351.0,579.0,Hunting sports,Wildlife management. Game protection Including annual reports of game commissioners,,,
SK,SK579.001,SK589.999,579.001,589.999,Hunting sports,,,,
SK,SK590,SK593,590.0,593.0,Hunting sports,Wild animal trade,,,
SK,SK593.001,SK649.999,593.001,649.999,Hunting sports,,,,
SK,SK650,SK664,650.0,664.0,Hunting sports,Wildlife-related recreation,,,
T,T1,T10.499,1.0,10.499,Technology (General),,,,
T,T10.5,T11.9,10.5,11.9,Technology (General),Communication of technical information,,,
T,T11.901,T11.949,11.901,11.949,Technology (General),,,,
T,T11.95,T12.5,11.95,12.5,Technology (General),Industrial directories,,,
T,T12.501,T54.999,12.501,54.999,Technology (General),,,,
T,T55,T55.3,55.0,55.3,Technology (General),Industrial safety. Industrial accident prevention,,,
T,T55.301,T55.399,55.301,55.399,Technology (General),,,,
T,T55.4,T57.599,55.4,57.599,Technology (General),,,,
T,T57.6,T57.97,57.6,57.97,Technology (General),Industrial engineering. Management engineering,Applied mathematics. Quantitative methods,Operations research. Systems analysis,
T,T57.971,T58.399,57.971,58.399,Technology (General),Industrial engineering. Management engineering,Applied mathematics. Quantitative methods,,
T,T58.4,T58.4,58.4,58.4,Technology (General),Industrial engineering. Management engineering,Managerial control systems,,
T,T58.401,T58.499,58.401,58.499,Technology (General),Industrial engineering. Management engineering,,,
T,T58.5,T58.599,58.5,58.599,Technology (General),Industrial engineering. Management engineering,,,
T,T58.6,T58.62,58.6,58.62,Technology (General),Industrial engineering. Management engineering,Information technology,Management information systems,
T,T58.621,T58.64,58.621,58.64,Technology (General),Industrial engineering. Management engineering,,,
T,T58.641,T58.699,58.641,58.699,Technology (General),Industrial engineering. Management engineering,,,
T,T58.7,T58.8,58.7,58.8,Technology (General),Industrial engineering. Management engineering,Production capacity. Manufacturing capacity,,
